Unnamed: 0,Image,Question_2,Answer_2,Question_3,Answer_3,Question_4,Answer_4,Question_5,Answer_5,Question_6,Answer_6,Answer_1
134,c3f9c24995ba4ec,What color is the filet mignon?,brown,What type of meat is in the center of the image?,filet mignon,Where is the filet mignon located?,located in,What color are the onions on top of the filet mignon?,white,How are the onions arranged around the filet mignon??,scattered,filet
135,5af605e71b6dc10,What color are the Filet Mignon pieces?,reddish-brown,What type of meat is shown in the image?,Filet Mignon,What color is the plate?,white,What is sprinkled on top of the creamy sauce?,sprinkled,Where are the Filet Mignon pieces placed??,on the plate,filet
136,a31ea68b260d0c2,What color is the interior of the cut filet?,pinkish-red,What type of meat is shown in the image?,filet,What color is the seared exterior of the filets?,brown,Where are the filets placed?,on a white plate,How is the exterior of the filets described??,seared,filet
137,334173112185382,What color is the Filet Mignon?,brown,What is partially covering the steak?,coating,What color is the Bacon Cream Sauce?,white,Where are the diced bacon pieces located?,scattered atop,What is scattered atop the steak??,diced,filet
138,22de7ebf1595111,What is the color of the filet mignon?,rich,What type of meat is shown in the image?,filet mignon,What color is the filet mignon?,brown,Where is the filet mignon positioned on the plate?,in the lower right,What is the filet mignon served on??,plate,filet
139,83d26cde246750e,What color is the filet mignon?,reddish-brown,What type of meat is featured on the plate?,filet mignon,What color are the green beans?,green,Where is the couscous positioned relative to the filet mignon?,alongside,What is the garlic cream sauce doing to the meat and shrimp??,coating,filet
140,4625bbbfbb8de74,What cooking method is used for the filet?,grilling,What type of meat is shown in the image?,filet,What color is the Merlot sauce?,dark red,What color is the outside of the filet after grilling?,brown,What herb is placed on top of the filet??,rosemary,filet
141,3e919d5c8a76fb2,What color is the interior of the sliced filet mignon?,pinkish-red,What type of food is the main subject of the image?,meat,What color is the pepper cream sauce?,beige,Where are the individual peppercorns located?,scattered around,What is scattered around the meat pieces??,pepper,filet
142,03f3669d98a7f47,What color is the top surface of the filet mignon?,light brown,What is the filet mignon made of?,meat,How are the darker brown seasonings described on the filet mignon?,speckled,Where is the filet mignon positioned on the plate?,on the right side,How are the items arranged on the plate??,arranged,filet
143,809aab9977443b9,What color is the Filet Mignon?,brown,What type of steak is shown in the image?,Filet Mignon,What color are the asparagus spears?,green,Where are the asparagus spears positioned relative to the Filet Mignon?,behind,How are the potatoes prepared??,roasted,filet
144,95f4b84d531b5cd,What color is the exterior of the filet mignon?,brown,What type of meat is on the plate?,filet mignon,What covers the top of the filet mignon?,covers,What color are the mushrooms?,red,On which side of the plate is the filet mignon??,on the right side,filet
146,bfd8bdd402cbe12,What color is the Lover's Beef Burgundy Filet?,reddish-brown,What type of meat is shown in the image?,filet,What is the sauce on top of the filet doing?,covered,Where are the green herbs located?,on top,What is on top of the filet??,herbs,filet
147,0e176ed65b79336,What color is the crust on top of the mock filet?,brown,What type of meat is shown in the image?,filet,What is the color of the crust on the mock filet?,dark,What is the mock filet wrapped with?,with,What color is the lighter colored substance wrapping the mock filet??,pink,filet
149,7a3f726289df719,What color is the ground meat in the filling?,light brown,What type of ingredient is the ground meat in the filling?,meat,How are the onions prepared in the filling?,chopped,How are the raisins distributed in the filling?,scattered,Where are the raisins located in the filling??,across the surface,fill
150,f4c7afcf3684169,What color is the pineapple filling?,creamy,What color are the small flecks in the filling?,yellow,How are the small flecks of orange arranged in the filling?,flecks,Where is the filling located within the jar?,distributed,What is the texture of the pineapple filling??,in texture,fill
151,196cca600a1000d,What color is the Hungarian Poppy Seed Filling?,dark,What is the Hungarian Poppy Seed Filling contained in?,pot,Where is the wooden spoon in relation to the filling?,submerged,What is the color of the Hungarian Poppy Seed Filling described as?,brownish-black,Where is the pot placed??,on a patterned towel,fill
152,f454c6fd2e216cf,What is the appearance of the sauerkraut filling?,translucent,What is the main ingredient in the filling?,sauerkraut,What color is the sauerkraut filling?,yellowish-tan,Where are the dough pieces placed?,across a marble surface,What are the circular pieces made of??,dough,fill
153,7dfc6314022bc13,What color is the almond filling in the cake?,white,What is the dessert in the image?,cake,Where is the almond filling located in the cake?,sandwiched between,What type of nut is used in the filling of the cake?,almond,What does the almond filling contribute to in the dessert??,contributes,fill
154,8c5d8e730c306a7,What color is the base of the cookies underneath the nut filling?,brown,Where is the nut filling primarily located on the cookies?,located on,How are the nuts arranged on the cookies?,clustered,What gives the nut filling a glossy appearance?,glaze,What is the color of the base of the cookies??,off-white,fill
155,5e08a59dbf234b5,What color is the bowl?,white,How was the potato filling cooked?,baked,What is the main ingredient in the filling?,potato,What color are the small pieces scattered throughout the filling?,yellow,Where is the potato filling located in the image??,in a bowl,fill
156,3a4abb8e638724c,What color is the strawberry filling in the jar?,red,Where is the jar in the foreground resting?,resting on,What fruit is visible at the top of the filling?,strawberry,What is visible at the top of the filling in the jar?,visible,What color is the spoon inside the second jar??,golden,fill
157,c681cb3595c0879,What type of fruit is used in the pie filling?,apple,What color are the apple slices?,yellow-green,What is the texture of the sauce?,viscous,How are the apple slices arranged in the pie crust?,arranged,Where is the filling situated in the image??,in the middle of,fill
158,0b1164dce90a210,What color is the raspberry filling?,red,How is the raspberry filling applied to the stack?,spreading,What color are the squares in the stack?,golden-brown,What is the shape of the stack?,stack,Where are the heart-shaped pieces placed??,on top of,fill
159,d85e534339dcdf4,What is the texture of the filling's surface?,glossy,Where does the filling sit?,sits,What is the dark brown layer beneath the filling?,cake,What color is the cake layer?,brown,Where is the filling located in relation to the cake??,on top of,fill
160,aeb4fa0db89dae5,What color is the exterior of the chicken fingers?,golden-brown,What type of meat is shown in the image?,chicken,What color is the interior of the chicken fingers?,white,Where are the chicken fingers placed?,on a plate,How are the chicken fingers distributed on the plate??,scattered,finger
161,ea25f18eb234310,What shape are the Halloumi cheese fingers?,rectangular,What type of cheese is shown in the image?,cheese,What color is the lemon wedge in the pan?,yellow,What color are some of the fried Halloumi cheese fingers?,golden-brown,Where is the lemon wedge placed in relation to the Halloumi cheese fingers??,in a pan,finger
162,8d99540801499b5,What color is the base layer of the dessert?,brown,What is the main flavor of the topping layer?,peanut butter,What part of the dessert is described as having an irregular pattern?,fingers,What is the appearance of the peanut butter topping?,glossy,Where are the peanut butter fingers placed??,in a baking pan,finger
163,8675b212d96994c,What is the theme of the food displayed on the plate?,spooky,What part of the body do the cookies resemble?,fingers,What color are the Spooky Witches' Fingers?,yellow,What color are the almonds on the cookies?,reddish-brown,Where are the Spooky Witches' Fingers placed??,on the plate,finger
164,151f1986c6df6da,What color are the alligator fingers?,golden-yellow,What type of meat is shown in the image?,alligator,What color are the sauce cups?,orange,Where are the alligator fingers located in relation to the sauce cups?,next to,How are some of the alligator fingers arranged??,clustered,finger
165,316a25ac7214253,What color are the breaded chicken fingers?,golden-brown,What type of meat is shown in the image?,chicken,What color is the plate the chicken is served on?,white,How are the chicken fingers placed on the plate?,arranged,Where is the plate located in the image??,on a plate,finger
166,19110340eed274c,How would you describe the texture of the chicken fingers?,crispy,What type of food is mostly orange with darker spots?,chicken fingers,Are there any parts of the chicken fingers that look overcooked?,burnt,How are the chicken fingers arranged on the plate?,stacked,Where are the chicken fingers located on the plate??,on the bottom right,finger
