Image,Question,Answer,predicted_answer,gpt_score
3c4a5088c3151a4,What is dusted on the hummus,spices,dusted,0.5
8ee85aedb5b644e,What color is the hummus,yellow-beige,light,0.5
8ee85aedb5b644e,What is the hummus served in,bowl,bowl,0.5
8ee85aedb5b644e,What color are the carrots,orange,orange,0.5
8ee85aedb5b644e,What is the hummus served with,carrots,bowl,0.5
8ee85aedb5b644e,Where are the carrots placed,on the plate,within a white bowl,0.5
3d48f6b7482aba6,What color is the jam in the jars,reddish-brown,red,0.5
3d48f6b7482aba6,What containers are used to hold the jam,jars,jars,0.5
3d48f6b7482aba6,Where are the jars positioned in the frame,in the center,across a colorful,0.5
bbf959f60d3b884,What color is the nectarine jam,orange,on a plate,0.5
bbf959f60d3b884,What are the jars made of,jars,glass jars,0.5
bbf959f60d3b884,What material are the lids made of,glass,glass,0.5
bbf959f60d3b884,Where are the jars primarily located,in the center,in the upper half,0.5
bbf959f60d3b884,What color is the background,pinkish-white,red,0.5
f065b6f63d2d4a8,Where is the apricot jam located in the image,in the center,in each jar,0.5
f065b6f63d2d4a8,Which part of the image contains the jam,bottom half,in the upper left quadrant,0.5
f065b6f63d2d4a8,What color is the apricot jam,orange,amber,0.5
f065b6f63d2d4a8,How would you describe the color of the jam,vibrant,vibrant,0.5
38ebbd7b792ff0d,What are the jars made of,glass,glass jars,0.5
38ebbd7b792ff0d,What fruit is used to make the jam,papaya,strawberries,0.5
38ebbd7b792ff0d,How would you describe the papaya used in the jam,fresh,vibrant,0.5
38ebbd7b792ff0d,Where are the jars placed,on a white cloth,on a surface,0.5
252b508f8033600,What color is the coffee jelly,dark brown,tan,0.5
252b508f8033600,What shape are the coffee jelly pieces,cubes,tan,0.5
252b508f8033600,What color is the liquid surrounding the coffee jelly,beige,red,0.5
252b508f8033600,How are the coffee jelly cubes distributed in the mugs,scattered,copper-colored,0.5
465a36d85d1bf6d,What color is the jerky,black,reddish-orange,0.5
465a36d85d1bf6d,What color is the jerky described as,dark,terracotta-colored,0.5
465a36d85d1bf6d,How is the jerky arranged in the dish,stacked,piled,0.5
465a36d85d1bf6d,What is the jerky placed in,dish,bowl,0.5
465a36d85d1bf6d,Where is the jerky pile located in the frame,in the center,in a pile,0.5
02649a5833f44cd,What is the primary color of the beef jerky,brown,brown,0.5
02649a5833f44cd,What type of food is shown in the image,beef jerky,fajitas,0.5
02649a5833f44cd,How are the beef jerky pieces arranged in the image,scattered,piled,0.5
02649a5833f44cd,What color variation is seen in some of the beef jerky pieces,reddish-brown,brown,0.5
02649a5833f44cd,Where are the darkest pieces of beef jerky located,around the edges,on a white plate,0.5
f4559d130566a05,What color are the beef jerky pieces,brown,brown,0.5
f4559d130566a05,What type of food is shown in the image,beef jerky,fajitas,0.5
f4559d130566a05,How are the beef jerky pieces arranged,overlapping,pile,0.5
580723682f5811f,What color is the beef jerky,dark brown,brown,0.5
580723682f5811f,Where is the beef jerky located,located inside,brown,0.5
580723682f5811f,What is the beef jerky stored in,jar,brown,0.5
580723682f5811f,What is the jar doing on the table,sitting,wooden,0.5
580723682f5811f,What is the table made of,wooden,glass,0.5
fa7d133f1e16b4d,What color is the filling of the pie,yellow-tan,purplish-red,0.5
fa7d133f1e16b4d,Where is the pie slice placed,plate,on plate,0.5
fa7d133f1e16b4d,What color is the plate,white,green,0.5
fa7d133f1e16b4d,How does the surface of the pie filling appear,glazed,textured,0.5
331b51dc156ef8d,What is the name of the sandwich in the image,Sloppy Joe,hummus,0.5
331b51dc156ef8d,What color is the meat filling in the Sloppy Joe,reddish-brown,brown,0.5
331b51dc156ef8d,What color are the corn tortilla chips,yellow,yellow,0.5
331b51dc156ef8d,Where is the bottom bun located,on the bottom,at the bottom,0.5
a82943b9e36974d,What color is the top of the bun,golden-brown,golden,0.5
a82943b9e36974d,What type of meat is in the filling,chicken,pork,0.5
a82943b9e36974d,What color is the chicken filling,orange,within the taquitos,0.5
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top,0.5
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,mushrooms,0.5
eb3061e9a1207ac,What color is the top bun,golden-brown,golden,0.5
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,brown,0.5
eb3061e9a1207ac,What color is the plate,gray,green,0.5
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,spilling onto,0.5
df79f56de740b5c,What color is the bun,tan,white,0.5
df79f56de740b5c,Is the food served on a bun,bun,plate,0.5
df79f56de740b5c,What color are the kidney beans,red,reddish-brown,0.5
df79f56de740b5c,Where are the sesame seeds located,on top,on top,0.5
df79f56de740b5c,Are there diced carrots in the filling,diced,orange,0.5
1b262ba9f1f16d2,What color is the sesame seed juice,beige,vibrant,0.5
1b262ba9f1f16d2,What type of drink is shown in the image,juice,cocktail,0.5
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,vibrant,0.5
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,glass,0.5
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,vibrant,0.5
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,vibrant,0.5
199c11f14158f8f,What is the ginger juice served in,glass,glass,0.5
199c11f14158f8f,What color is the lemon twist,yellow,over the rim,0.5
27446535c25c7fc,What fruit is used to make the stars,watermelon,pineapple,0.5
27446535c25c7fc,What color are the watermelon stars,pink,red,0.5
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,light brown,0.5
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,on a blue plate,0.5
27446535c25c7fc,What holiday do these kabobs represent,4th of July,Halloween,0.5
8046eb3f2ad1d80,What color is the soup broth,golden-brown,reddish-orange,0.5
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,green,0.5
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,arugula,0.5
8046eb3f2ad1d80,What is the soup served in,bowl,soup,0.5
72d522544722a3f,What color are most of the kale chips,green,green,0.5
72d522544722a3f,What type of food is shown in the image,chips,fajitas,0.5
72d522544722a3f,What is holding the kale chips,bowl,basket,0.5
72d522544722a3f,Where is the bowl placed,on a wooden surface,on the bowl,0.5
72d522544722a3f,What color are the edges of some of the kale chips,brownish,green,0.5
c92064eed9436af,What color is the kale in the dish,dark green,green,0.5
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,kale,0.5
c92064eed9436af,What color are the peppers in the dish,red,red,0.5
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,in the lower right quadrant,0.5
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,colorful,0.5
7a5730a599a537b,What type of dish is shown in the image,kebabs,enchiladas,0.5
7a5730a599a537b,What color are the beef pieces,red,brown,0.5
7a5730a599a537b,Where are the kebabs placed,on a plate,reddish-brown,0.5
7a5730a599a537b,What fruit is included in the kebabs,pineapple,cherries,0.5
7c708793b814120,What color is the plate,white,green,0.5
7c708793b814120,What vegetable is shown in the image,kohlrabi,fennel,0.5
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,off-white,0.5
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,white,0.5
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,off-white,0.5
dfaa2fddbcc3ce6,What color is the serving dish,yellow,white,0.5
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,yellow,0.5
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,topped with,0.5
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,over the mussels,0.5
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,yellow,0.5
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,cooking,0.5
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,topping,0.5
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,yellow,0.5
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,throughout the frame,0.5
e2f49a9c9cea5ea,What color is the lamb,brown,brown,0.5
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,beef,0.5
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,brown,0.5
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,in a reddish-brown broth,0.5
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,baking,0.5
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,fills,0.5
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white,0.5
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,light brown,0.5
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,on the right side,0.5
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,chicken,0.5
cba8c4178e2f10e,What color is the lamb shank,brown,on the wooden cutting board,0.5
cba8c4178e2f10e,Where are the diced carrots located,scattered around,orange,0.5
d1f69026ce3c901,What type of meat is shown in the image,lamb,chicken,0.5
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,on the wooden cutting board,0.5
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,dark brown,0.5
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,translucent,0.5
d1f69026ce3c901,How are the onions described in the image,cooked,cooked,0.5
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,green,0.5
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,pasta,0.5
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,creamy,0.5
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,cheese,0.5
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,across the top,0.5
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden-brown,0.5
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,enchiladas,0.5
f5fb0df40b092f8,What color is the stovetop,black,on a black,0.5
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on a plate,0.5
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,light brown,0.5
e3a012097af2a98,What color is the lettuce,green,green,0.5
e3a012097af2a98,What type of dish is being described,lasagna,enchiladas,0.5
e3a012097af2a98,What color are the diced tomatoes,red,red,0.5
e3a012097af2a98,What color is the melted cheddar cheese,yellow,orange,0.5
e3a012097af2a98,Where is the lasagna resting,on top of,on a plate,0.5
114e30b0121f8ac,What fruit is used to make the lassi,banana,mango,0.5
114e30b0121f8ac,What color is the straw,yellow,blue,0.5
114e30b0121f8ac,Where is the straw placed in the glass,on the left,red,0.5
114e30b0121f8ac,What color is the mint garnish,green,green,0.5
2836bea848092dc,What is the color of the glass,clear,clear,0.5
2836bea848092dc,What color is the spiced mango lassi,yellow,yellow,0.5
2836bea848092dc,Where is the straw inserted,into the lassi,into the frappuccino,0.5
2836bea848092dc,What color are the leaves in the backdrop,green,green,0.5
44bbcb71225e21a,What is the color of the glass mugs,transparent,clear,0.5
44bbcb71225e21a,What color is the tray,white,white,0.5
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,beige,0.5
44bbcb71225e21a,Where are the mugs situated,on a plate,copper-colored,0.5
9eef702c19b23dd,What color is the foam on the latte,white,mug,0.5
9eef702c19b23dd,What color is the latte,tan,tan,0.5
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,over the pasta,0.5
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,apple,0.5
c5cc39a0e3818c9,What color is the cup,white,white,0.5
c5cc39a0e3818c9,What type of drink is in the cup,latte,smoothie,0.5
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,mug,0.5
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,tan,0.5
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top of,0.5
266ba9144fa1bca,What color is the pie filling,yellow,yellow,0.5
266ba9144fa1bca,Where does the pie filling sit,in the center,sits,0.5
266ba9144fa1bca,What is the dessert described in the image,pie,pavlova,0.5
266ba9144fa1bca,What shape is the pie slice,triangular,triangular,0.5
266ba9144fa1bca,Where is the whipped cream located,on the top,on top,0.5
aacd533122666f9,What fruit is the cream made from,lemon,pineapple,0.5
aacd533122666f9,What color is the lemon cream,yellow,yellow,0.5
aacd533122666f9,What utensil is partially submerged in the cream,spoon,spoon,0.5
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,to the viewer,0.5
db621f115a77b33,What containers are used to hold the lemon curd,jars,jars,0.5
db621f115a77b33,What is the name of the food in the jars,lemon curd,relish,0.5
db621f115a77b33,Where is the spoon placed,on the tray,inserted,0.5
87435fc8c3e3be1,What color are the cookies,tan,brown,0.5
87435fc8c3e3be1,What type of food is shown in the image,cookies,fajitas,0.5
87435fc8c3e3be1,Where are the cookies placed,on a sheet,on a black wire,0.5
c52015fe496e29e,What color is the strawberry lemonade,pink,yellow,0.5
c52015fe496e29e,What fruit is used in the drink,strawberry,lime,0.5
c52015fe496e29e,What color is the lemon slice,yellow,yellow,0.5
c52015fe496e29e,Where is the lemon slice placed,on the rim,on the rim,0.5
8db7653c1d3620f,What is the drink in the glass mug,Lemonade,lemonade,0.5
8db7653c1d3620f,What is the glass mug filled with,Lemonade,filled,0.5
8db7653c1d3620f,What color is the lemonade,yellow,yellow,0.5
8db7653c1d3620f,What color is the wooden board,brown,brown,0.5
45f6c70dda5c055,What color are the Colombian lentils,brown,brown,0.5
45f6c70dda5c055,What type of food is mostly brown in color,lentils,vegetables,0.5
45f6c70dda5c055,Are the lentils clearly seen in the broth,visible,brown,0.5
45f6c70dda5c055,What is the color of the broth-like liquid,light brown,is,0.5
45f6c70dda5c055,Where are the lentils located in the image,dispersed,located,0.5
3667b2d7425ac3b,What color are the lentils in the bowl,yellowish-orange,brown,0.5
3667b2d7425ac3b,What is the base ingredient in the bowl,lentils,rice,0.5
3667b2d7425ac3b,How are the lentils distributed in the bowl,dispersed,dispersed,0.5
