Answer,Predict,EM,Precision,Recall,F1
white,white,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
on a white surface,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
pink,white,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
cupcake,cake,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
yellow,yellow,1.0,1.0,1.0,1.0
curd,hummus,0.0,0.0,0.0,0.0
glass,dish,0.0,0.0,0.0,0.0
submerged inside,submerged,0.0,1.0,0.5,0.6666666666666666
smooth,creamy,0.0,0.0,0.0,0.0
curry,meatloaf,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
golden-brown,orange,0.0,0.0,0.0,0.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
covering,topped,0.0,0.0,0.0,0.0
cake,flan,0.0,0.0,0.0,0.0
roses,resembling,0.0,0.0,0.0,0.0
swirling,stacked,0.0,0.0,0.0,0.0
over the entire surface,on a plate,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
custard,cake,0.0,0.0,0.0,0.0
into the custard,into the sorbet,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
orange-brown,golden-yellow,0.0,0.0,0.0,0.0
custard,ice cream,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
on the plate,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
pale,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
brown,green,0.0,0.0,0.0,0.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
red,white,0.0,0.0,0.0,0.0
white,red,0.0,0.0,0.0,0.0
immersing,covering,0.0,0.0,0.0,0.0
dark,green,0.0,0.0,0.0,0.0
spices,mushrooms,0.0,0.0,0.0,0.0
across the bowl,scattered across,0.0,0.5,0.3333333333333333,0.4
raspberry,rhubarb,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
plate,on a plate,0.0,0.3333333333333333,1.0,0.5
red,red,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
turkish delight,cake,0.0,0.0,0.0,0.0
coated,covering,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
across the frame,on a plate,0.0,0.0,0.0,0.0
dessert,chips,0.0,0.0,0.0,0.0
taking,held,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
glossy,creamy,0.0,0.0,0.0,0.0
baking,grilling,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
melted,shredded,0.0,0.0,0.0,0.0
in a clear glass,dish,0.0,0.0,0.0,0.0
filling,filling,1.0,1.0,1.0,1.0
bean,queso,0.0,0.0,0.0,0.0
brown-black,brown,0.0,0.0,0.0,0.0
in the center-left,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
white,yellow,0.0,0.0,0.0,0.0
pizza,salad,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
across the surface,scattered across,0.0,0.5,0.3333333333333333,0.4
green,green,1.0,1.0,1.0,1.0
golden-brown,yellow,0.0,0.0,0.0,0.0
corn dogs,chips,0.0,0.0,0.0,0.0
reddish-brown,pink,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
chocolate,chocolate,1.0,1.0,1.0,1.0
donuts,croissant,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
in the bottom left,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
white,white,1.0,1.0,1.0,1.0
pierogi,chips,0.0,0.0,0.0,0.0
beige,golden-brown,0.0,0.0,0.0,0.0
on plate,on a plate,0.0,0.6666666666666666,1.0,0.8
fried,toasted,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
doughnuts,chips,0.0,0.0,0.0,0.0
yellow,golden-brown,0.0,0.0,0.0,0.0
stacked,arranged,0.0,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0,1.0
doughnuts,chips,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
in the center,located,0.0,0.0,0.0,0.0
orange-brown,golden-brown,0.0,0.0,0.0,0.0
doughnuts,chips,0.0,0.0,0.0,0.0
maple,chocolate,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
vanilla,chocolate,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
in the front,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
salad,salad,1.0,1.0,1.0,1.0
best,creamy,0.0,0.0,0.0,0.0
brownish,yellow,0.0,0.0,0.0,0.0
black,green,0.0,0.0,0.0,0.0
in the lower-left corner,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
orange,yellow,0.0,0.0,0.0,0.0
salad,salad,1.0,1.0,1.0,1.0
drizzled,drizzled,1.0,1.0,1.0,1.0
top of the salad,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
lettuce,rhubarb,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
brown,yellow,0.0,0.0,0.0,0.0
wasabi,tomato,0.0,0.0,0.0,0.0
towards the upper-right,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
orange-red,yellow,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
pitcher,bowl,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
to the bottom left,to the left,0.0,1.0,0.75,0.8571428571428571
yellow,yellow,1.0,1.0,1.0,1.0
jar,jar,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
greenish,yellow,0.0,0.0,0.0,0.0
on a red surface,on a wooden surface,0.0,0.75,0.75,0.75
crispy,crispy,1.0,1.0,1.0,1.0
drumsticks,wings,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
blue,red,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
decorative,decorative,1.0,1.0,1.0,1.0
drumsticks,chicken,0.0,0.0,0.0,0.0
pinkish-tan,brown,0.0,0.0,0.0,0.0
on the left,positioned,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
pink,brown,0.0,0.0,0.0,0.0
duck,chicken,0.0,0.0,0.0,0.0
sliced,sliced,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
to the left,on top of,0.0,0.0,0.0,0.0
duck adobo,kugel,0.0,0.0,0.0,0.0
covering,coated,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
glossy,creamy,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
duck,chicken,0.0,0.0,0.0,0.0
crispy,crispy,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on an oval platter,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
golden-brown,golden-brown,1.0,1.0,1.0,1.0
dumplings,chips,0.0,0.0,0.0,0.0
metal,cast iron,0.0,0.0,0.0,0.0
in a metal baking pan,on a plate,0.0,0.3333333333333333,0.2,0.25
amber,amber,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
egg,potato,0.0,0.0,0.0,0.0
sprinkled on,on top,0.0,0.5,0.5,0.5
white,white,1.0,1.0,1.0,1.0
translucent,translucent,1.0,1.0,1.0,1.0
golden-brown,yellow,0.0,0.0,0.0,0.0
eggs,filling,0.0,0.0,0.0,0.0
white,yellow,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
eggnog,croissant,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
syrup,lettuce,0.0,0.0,0.0,0.0
round,square,0.0,0.0,0.0,0.0
eggplant,tomatoes,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
in the top-center,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
eggplant,zucchini,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on top of,on top of,1.0,1.0,1.0,1.0
golden-brown,brown,0.0,0.0,0.0,0.0
empanada,chips,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on a patterned napkin,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
creamy,creamy,1.0,1.0,1.0,1.0
yellow,golden-brown,0.0,0.0,0.0,0.0
scattered across,scattered across,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
peeks,appears,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
popcorn,chips,0.0,0.0,0.0,0.0
spilling out,filling,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
tilted,angled,0.0,0.0,0.0,0.0
red,yellow,0.0,0.0,0.0,0.0
popcorn,chips,0.0,0.0,0.0,0.0
peppermint,spicy,0.0,0.0,0.0,0.0
glass,bowl,0.0,0.0,0.0,0.0
in a bowl,on the plate,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
keto,vegan,0.0,0.0,0.0,0.0
poppers,bites,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,yellow,0.0,0.0,0.0,0.0
on a black metal rack,on a plate,0.0,0.6666666666666666,0.4,0.5
gray,white,0.0,0.0,0.0,0.0
poppers,chips,0.0,0.0,0.0,0.0
wrapped,served,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
jalapeño,habanero,0.0,0.0,0.0,0.0
bacon,bacon,1.0,1.0,1.0,1.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
crisp,glossy,0.0,0.0,0.0,0.0
green,golden-brown,0.0,0.0,0.0,0.0
poppers,chips,0.0,0.0,0.0,0.0
cream cheese,bacon,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
white,orange,0.0,0.0,0.0,0.0
chicken,bacon,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
brown,white,0.0,0.0,0.0,0.0
light,white,0.0,0.0,0.0,0.0
potatoes,tofu,0.0,0.0,0.0,0.0
black,white,0.0,0.0,0.0,0.0
at the center,on top of,0.0,0.0,0.0,0.0
potatoes,tofu,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0,0.0
coated,creamy,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
yellow,golden-brown,0.0,0.0,0.0,0.0
potatoes,vegetables,0.0,0.0,0.0,0.0
crispy,browned,0.0,0.0,0.0,0.0
fork,spoon,0.0,0.0,0.0,0.0
on the left,to the left,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
spiced,garlic,0.0,0.0,0.0,0.0
potatoes,tofu,0.0,0.0,0.0,0.0
yellowish-tan,yellow,0.0,0.0,0.0,0.0
across the entire image,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
brown,brown,1.0,1.0,1.0,1.0
potato,tomatoes,0.0,0.0,0.0,0.0
yellow,golden-brown,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
roasting,slow,0.0,0.0,0.0,0.0
in the dish,on top of,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
potatoes,tofu,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
checkered,striped,0.0,0.0,0.0,0.0
light brown,brown,0.0,1.0,0.5,0.6666666666666666
pralines,mushrooms,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
visible,visible,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
prawns,mussels,0.0,0.0,0.0,0.0
orange-brown,pinkish-orange,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
beige,brown,0.0,0.0,0.0,0.0
pudding,flan,0.0,0.0,0.0,0.0
cinnamon,cinnamon,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
golden-yellow,brown,0.0,0.0,0.0,0.0
pudding,salad,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
corn,bacon,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
tan,brown,0.0,0.0,0.0,0.0
filling,bun,0.0,0.0,0.0,0.0
cracked,toasted,0.0,0.0,0.0,0.0
to the left,on top,0.0,0.0,0.0,0.0
yellow,brown,0.0,0.0,0.0,0.0
loaves,muffins,0.0,0.0,0.0,0.0
brown,red,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
mottled,textured,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
fills,fills,1.0,1.0,1.0,1.0
thick,creamy,0.0,0.0,0.0,0.0
in the center,on top of,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
beige,orange,0.0,0.0,0.0,0.0
at the bottom,to the left,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
glasses,glass,0.0,0.0,0.0,0.0
wooden,wooden,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on a wooden board,on a wooden surface,0.0,0.75,0.75,0.75
mug,bowl,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
brown,golden-brown,0.0,0.0,0.0,0.0
quesadillas,chips,0.0,0.0,0.0,0.0
golden,golden-brown,0.0,0.0,0.0,0.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
brown,white,0.0,0.0,0.0,0.0
quesadillas,chips,0.0,0.0,0.0,0.0
red-orange,reddish-brown,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
queso,feta,0.0,0.0,0.0,0.0
melted,creamy,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
over a pile,on top,0.0,0.0,0.0,0.0
chips,is,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on a white plate,on top of,0.0,0.3333333333333333,0.25,0.28571428571428575
colorful,colorful,1.0,1.0,1.0,1.0
soup,soup,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
on the right,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
sprinkled,sprinkled,1.0,1.0,1.0,1.0
reddish-brown,yellow,0.0,0.0,0.0,0.0
quinoa,tofu,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
green,red,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
cheesy,cheese,0.0,0.0,0.0,0.0
quinoa,rice,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
fills,fills,1.0,1.0,1.0,1.0
quinoa,rice,0.0,0.0,0.0,0.0
beige,yellow,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
within the quinoa,on top of,0.0,0.0,0.0,0.0
quinoa,rice,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
in,on top of,0.0,0.0,0.0,0.0
pink,red,0.0,0.0,0.0,0.0
radishes,tomatoes,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
silver,silver,1.0,1.0,1.0,1.0
in the bottom center,in the center,0.0,1.0,0.75,0.8571428571428571
dark green,red,0.0,0.0,0.0,0.0
radish,cabbage,0.0,0.0,0.0,0.0
purple,red,0.0,0.0,0.0,0.0
distributed throughout,throughout the bowl,0.0,0.3333333333333333,0.5,0.4
cheese,bacon,0.0,0.0,0.0,0.0
white,red,0.0,0.0,0.0,0.0
radish,potatoes,0.0,0.0,0.0,0.0
dispersed,scattered,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
at the bottom,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
golden-brown,golden-brown,1.0,1.0,1.0,1.0
pie,chips,0.0,0.0,0.0,0.0
silver,silver,1.0,1.0,1.0,1.0
raisins,bacon,0.0,0.0,0.0,0.0
golden brown,golden-brown,0.0,0.0,0.0,0.0
pie,cake,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
meringue,pie,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
ramen,noodles,0.0,0.0,0.0,0.0
on top,in the center,0.0,0.0,0.0,0.0
cheesy,spicy,0.0,0.0,0.0,0.0
noodles,soup,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
scallions,mushrooms,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
yellow,white,0.0,0.0,0.0,0.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
red,red,1.0,1.0,1.0,1.0
yellow,white,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
scallions,mushrooms,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
fresh,fresh,1.0,1.0,1.0,1.0
turnovers,muffins,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
pitcher,bowl,0.0,0.0,0.0,0.0
wooden,wooden,1.0,1.0,1.0,1.0
on the wooden surface,on a wooden surface,0.0,0.75,0.75,0.75
yellow,yellow,1.0,1.0,1.0,1.0
browning,browning,1.0,1.0,1.0,1.0
chicken,bacon,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
at the bottom,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
hot,hot,1.0,1.0,1.0,1.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
onions,topped,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
orange,green,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
relish,is,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on,on a plate,0.0,0.3333333333333333,1.0,0.5
vegetables,jam,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
cranberries,cranberries,1.0,1.0,1.0,1.0
walnuts,peanuts,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
yellow,green,0.0,0.0,0.0,0.0
zucchini,zucchini,1.0,1.0,1.0,1.0
mixed,mixed,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
in the mix,scattered,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
cake,cake,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
rhubarb,rhubarb,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
cake,flan,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on a plate,on a plate,1.0,1.0,1.0,1.0
pink,white,0.0,0.0,0.0,0.0
rough,crispy,0.0,0.0,0.0,0.0
cookies,chips,0.0,0.0,0.0,0.0
pinkish-red,red,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
purple,white,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
atop the salad,on top of,0.0,0.0,0.0,0.0
applesauce,is,0.0,0.0,0.0,0.0
bowl,white,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
silver,silver,1.0,1.0,1.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
ribs,chicken,0.0,0.0,0.0,0.0
foreground,on top of,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
reddish-orange,white,0.0,0.0,0.0,0.0
rice,tofu,0.0,0.0,0.0,0.0
green,red,0.0,0.0,0.0,0.0
sausage,mushrooms,0.0,0.0,0.0,0.0
easy,easy,1.0,1.0,1.0,1.0
rice,rice,1.0,1.0,1.0,1.0
orange-red,white,0.0,0.0,0.0,0.0
on the right side,on top of,0.0,0.3333333333333333,0.25,0.28571428571428575
green,green,1.0,1.0,1.0,1.0
rice,burrito,0.0,0.0,0.0,0.0
fills,fills,1.0,1.0,1.0,1.0
silver,pot,0.0,0.0,0.0,0.0
wooden,wooden,1.0,1.0,1.0,1.0
throughout,on top,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
rigatoni,macaroni,0.0,0.0,0.0,0.0
golden-yellow,yellow,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
green,green,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on the egg,on top,0.0,0.5,0.3333333333333333,0.4
risotto,salad,0.0,0.0,0.0,0.0
brown,reddish-brown,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
on the left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
white,white,1.0,1.0,1.0,1.0
roast,meatloaf,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
within,scattered throughout,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
pink,brown,0.0,0.0,0.0,0.0
roast,slow,0.0,0.0,0.0,0.0
on a wooden cutting board,on a plate,0.0,0.6666666666666666,0.4,0.5
golden,golden-brown,0.0,0.0,0.0,0.0
rolls,chips,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
adjacent,overlapping,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
rolls,bites,0.0,0.0,0.0,0.0
stacked,arranged,0.0,0.0,0.0,0.0
lighter,light,0.0,0.0,0.0,0.0
towards the top-left area,on the left,0.0,0.3333333333333333,0.25,0.28571428571428575
light pink,red,0.0,0.0,0.0,0.0
salami,chicken,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
yellow-orange,red,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
bbq,garlic,0.0,0.0,0.0,0.0
jar,pot,0.0,0.0,0.0,0.0
submerged,submerged,1.0,1.0,1.0,1.0
silver,silver,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
brownish,brown,0.0,0.0,0.0,0.0
fish,fish,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
salad,dish,0.0,0.0,0.0,0.0
jar,jar,1.0,1.0,1.0,1.0
brown,yellow,0.0,0.0,0.0,0.0
on the wooden surface,on a wooden surface,0.0,0.75,0.75,0.75
spilled,melted,0.0,0.0,0.0,0.0
scattered,textured,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
spoon,spoon,1.0,1.0,1.0,1.0
silver,silver,1.0,1.0,1.0,1.0
on top of,submerged,0.0,0.0,0.0,0.0
bread,chips,0.0,0.0,0.0,0.0
halved,served,0.0,0.0,0.0,0.0
sits on,sits,0.0,1.0,0.5,0.6666666666666666
yellow,yellow,1.0,1.0,1.0,1.0
loaf,loaf,1.0,1.0,1.0,1.0
chicken salad,meatloaf,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
cracker,spoon,0.0,0.0,0.0,0.0
dark green,green,0.0,1.0,0.5,0.6666666666666666
salad,salad,1.0,1.0,1.0,1.0
located throughout,in the center,0.0,0.0,0.0,0.0
peach,red,0.0,0.0,0.0,0.0
halloumi,feta,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
adding,adding,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
throughout,throughout the bowl,0.0,0.3333333333333333,1.0,0.5
green,green,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
large,large,1.0,1.0,1.0,1.0
interspersed,scattered,0.0,0.0,0.0,0.0
against the base,on top of,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
green onions,tomato,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on a white plate,on the plate,0.0,0.6666666666666666,0.5,0.5714285714285715
red,red,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
spread,scattered,0.0,0.0,0.0,0.0
purple,white,0.0,0.0,0.0,0.0
among the leaves,on top of,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
halved,diced,0.0,0.0,0.0,0.0
cucumbers,zucchini,0.0,0.0,0.0,0.0
dill,cilantro,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
silver,glass,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
inside a silver bowl,on the plate,0.0,0.0,0.0,0.0
light,green,0.0,0.0,0.0,0.0
cucumbers,zucchini,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
throughout the blue bowl,on a plate,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
across the top,on top,0.0,0.5,0.3333333333333333,0.4
white,white,1.0,1.0,1.0,1.0
black,black,1.0,1.0,1.0,1.0
salad,salad,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
rice,rice,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
with,with,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
salsa,hummus,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
tomatoes,tomato,0.0,0.0,0.0,0.0
in a bowl,on top of,0.0,0.0,0.0,0.0
colorful,colorful,1.0,1.0,1.0,1.0
