,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
64,7bb760f6ba70c16,Sauteed Apples and Onions,"Sautéed apples and onions was once a pioneer favorite. Yes, it sounds weird, but it's delicious. You'll want to have something to go with this that has some protein, like a garden burger or a brown rice packet, both of which you can microwave. Sautéed apples and onions only takes about 10 minutes, a few dollars and it's delicious as a topping for rice or even by itself for a light snack.","['butter', 'apples, cubed', 'sweet onion, cubed', 'salt', 'ground cumin', 'balsamic vinegar']",226.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
65,0a14bf73604dec2,Smushed Apples and Sweet Potatoes,"This smushed apples and sweet potatoes recipe is super simple. I make it as a sweet, easy side dish. It tastes a lot like apple pie, but healthier!","['sweet potatoes, peeled and diced', 'unsalted butter', 'white sugar', 'ground cinnamon', 'ground allspice', 'Granny Smith apple, peeled, cored, and sliced', 'milk']",210.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
66,ef1f54f36825be8,Apple Slab Pie,This sweet apple slab pie is the perfect pie for a crowd. A great choice if the school or church asks you to bring dessert.,"['all-purpose flour', 'white sugar', 'baking powder', 'salt', 'butter', 'egg yolks, beaten', 'water', 'apples - peeled, cored and cut into thin wedges', 'lemon juice', 'white sugar', 'all-purpose flour', 'ground cinnamon', 'butter', 'all-purpose flour', 'brown sugar', 'ground cinnamon', 'butter']",405.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
67,f2a14fc1a7d2327,Baked Apple Roses,"These apple roses were inspired by a cook named Ana, a Brazilian food blogger living in Italy. I hope you give these gorgeous-looking and very delicious apple roses a try soon. Enjoy!","['red apple, cored and very thinly sliced', 'white sugar', 'ground cinnamon', 'sheet frozen puff pastry, thawed', 'melted butter', 'egg', 'water', ""confectioners' sugar (Optional)""]",1058.0,1500.0,1500.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
68,c9c4c036642367d,Yabluchnyk (Ukrainian Apple Cake),"This is a delicious Ukrainian cake that is easy to prepare. You can also use this pastry base with pitted cherries, plums, or sliced peaches.","['all-purpose flour', 'white sugar', 'baking powder', 'salt', 'unsalted butter, cut into pieces', 'cream', 'egg, beaten', 'apples - peeled, cored, and thinly sliced', 'brown sugar', 'flour', 'ground cinnamon', 'cold unsalted butter, cut into pieces']",264.0,1440.0,1080.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
69,cee5c5571b144c2,Crispiest Apple Crisp,The secret ingredient in this crispiest apple crisp is Grape Nuts. This extremely crispy and crunchy breakfast cereal does some amazing things to your basic oatmeal-based fruit crisp topping mixture.,"['apples, peeled, cored, quartered, and cut into 1/4-inch slices', 'lemon, juiced', 'all-purpose flour', 'rolled oats', 'nuggets (such as Grape Nuts)', 'butter, melted', 'white sugar', 'brown sugar', 'butter', 'white sugar', 'brown sugar', 'cinnamon', 'water']",364.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
70,3ed3ea56291006c,Apple Pork Chops,I started making these apple pork chops a few years ago after apple picking with my children. I was looking for something different to do with some of the apples and this sure is delicious! We all enjoy it and hope you do too.,"['vegetable oil', 'chopped onion', '(1/2-inch thick) pork chops', 'salt', 'ground black pepper to taste', 'apples - peeled, cored and sliced', 'hot water', 'brown sugar', 'ground mustard', 'ground cloves']",232.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
71,1e661a43a9d7db1,Apple Dumplings III,A perfectly simple recipe for apple dumplings baked in a cinnamon sauce.,"['pastry for a 9 inch double crust pie', 'apples, peeled and cored', 'white sugar', 'water', 'ground cinnamon', 'margarine']",504.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
72,14dae2243eee654,Delicious Apple Salad,"This salad is great after dinner. It's become a classic in my house. Everyone enjoys it, and you'll love it too!","['Granny Smith apples - peeled, cored and chopped', 'pineapple chunks', 'raisins', 'chopped pecans', 'sour cream', 'granulated sugar']",256.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
73,c30ffbe2e344f37,Apple Upside-Down Cake,"This apple upside-down cake is a delicious twist on a classic! Its mouthwatering aroma will make you eager to dig in! It's ideal for family gatherings, potlucks, and parties.","['brown sugar, or more to taste', 'ground cinnamon, divided', 'apples - peeled, cored, and sliced', 'all-purpose flour', 'unsweetened apple juice', 'white sugar', 'unsalted butter, softened', 'eggs', 'milk', 'vanilla extract', 'baking powder', 'salt']",534.0,2000.0,2000.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
74,ce67f2671c475c1,Aisha's Apple Puff Pastries,I make this puff pastry apple recipe with my mom. Its really fun to eat and yummy in the end. You can serve it with powdered sugar. I thought of this recipe myself while I was picking apples in the grocery store.,"['apples, peeled and diced', 'honey', 'brown sugar', 'ground cinnamon', 'puff pastry, cut into 8 squares']",207.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
75,10d7a130cfa4d3b,Apple Milkshake,The most unique and refreshing milkshake around.,"['apple - peeled, cored, and chopped', 'milk', 'vanilla ice cream', 'white sugar']",239.0,250.0,250.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
76,0a6125df3555ae3,Apple Pie-Cinnamon Rolls,I mixed together 3 different recipes to make these apple pie-cinnamon rolls as amazing as possible.,"['warm water (110 degrees F/45 degrees C)', 'active dry yeast', 'white sugar', 'melted butter', 'white sugar', 'eggs', 'salt', 'warm milk', 'all-purpose flour, or more as needed', 'apples - peeled, cored, and diced', 'white sugar', 'quick-cooking tapioca', 'lemon juice', 'ground cinnamon', 'melted butter, divided', 'brown sugar, divided', 'white sugar', 'water', 'light corn syrup (Optional)', 'whipping cream', 'vanilla extract', 'salt']",356.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
77,71be6537c634b0e,Apple Turnovers,This apple turnover recipe includes a delicious homemade filling that's baked inside flaky puff pastry triangles. I like to drizzle a sweet glaze on top when they are cooled or serve warm with vanilla ice cream.,"['lemon juice', 'water', 'Granny Smith apples - peeled, cored and sliced', 'butter', 'brown sugar', 'ground cinnamon', 'cornstarch', 'water', 'frozen puff pastry sheets, thawed', ""confectioners' sugar"", 'milk', 'vanilla extract']",562.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
78,6eaed7fb97e895f,Apple Clafoutis,"Clafoutis is a French dessert that combines fresh fruit and custard. Just like a souffle, it rises beautifully and then deflates once cooled. It's best made in a cast iron skillet, but any oven-proof skillet will work. Sprinkle with powdered sugar just before serving.","['eggs', 'brown sugar', 'all-purpose flour', 'salt', 'milk', 'vanilla extract', 'salted butter', 'brown sugar', 'water', 'apples, peeled and sliced into 1/2-inch wedges', 'ground cinnamon (Optional)']",276.0,1342.0,1832.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
79,0a9f17cbdfb3aa0,Baked Apples,"These baked apples with brown sugar, butter, and cinnamon are super easy to make for a comforting and cozy, gluten-free dessert. Serve warm as-is or with vanilla ice cream.","['apples, such as Golden Delicious or Honey Crisp', 'packed dark brown sugar', 'ground cinnamon', 'kosher salt', 'unsalted butter, cut into 4 pieces']",210.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
80,57fb485bf4abc81,ActiFried Apples with Apricots and Almonds,Cinnamon sugar-coated apples are ActiFried with apricots and almonds to make this quick and easy candied fruit dessert.,"['apricots in syrup', 'apples', '1 ActiFry spoon sugar', '1 ActiFry teaspoon cinnamon', 'butter', 'flaked almonds']",159.0,3255.0,2444.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
81,afa8505f20c7e28,Apple Strudel II,Homemade dough and filling make this apple strudel worth the work. This is a real holiday treat!,"['all-purpose flour', 'egg, beaten', 'lukewarm water', 'white sugar', 'lard, melted', 'salt', 'butter, melted', 'toasted bread crumbs', 'ground walnuts', 'apples - peeled, cored and thinly sliced', 'raisins', 'ground cinnamon', 'white sugar']",620.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,non-vegan
82,e4deef941262fff,Washington Apple Cocktail,"The combination of whiskey and apple pucker is surprisingly delicious—it's simple, few ingredients, and the perfect fall/winter cocktail.","['whiskey', 'cranberry juice', 'sour apple schnapps (such as DeKuyper Sour Apple Pucker)', 'agave nectar', 'ice cubes as needed', '2 apple slices for garnish']",145.0,1080.0,810.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
83,29cfabcbcc94ba3,Our Apple Butter,"My 9-year-old son said, ""Mom, you have to share our apple butter recipe with America!"" It's a huge hit at our house and easy to make.","['McIntosh apples, peeled, cored, and chopped', 'white sugar', 'dark brown sugar', 'vanilla extract (Optional)', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'ground ginger']",59.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
84,33ac7635615bf4f,"Sautéed Apple, Onion, and Fennel",Hints of natural sweetness from apples and fennel makes this veggie side perfect to go with any of your favorite recipes.,"['olive oil', 'fennel, trimmed and thinly sliced', 'onion, halved and thinly sliced', 'fennel seeds', 'salt', 'black pepper', 'apple, cored and sliced with peel', 'freshly ground black pepper and fennel fronds']",84.0,2000.0,1500.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
85,36d0da423f76861,Roasted Apples and Brussels Sprouts,"Apple, onion, and Brussels sprouts are roasted together with a hint of lemon. My wife and I can go through an entire tray of these by ourselves. Yummo!","['frozen Brussels sprouts', 'apples - peeled, cored, and cut into 3/4-inch chunks', 'sweet onions, cut into 3/4-inch chunks', 'extra-virgin olive oil, or as needed', 'salt and ground black pepper to taste', 'garlic powder to taste', 'zest from 1 lemon', 'juice from 1 lemon']",88.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
86,94dec313b0ad182,Apple Water,This infused-apple water is ideal for drinking healthier beverages. You can make it with sparkling water. Refrigerate it for up to 3 days.,"['water', 'Granny Smith apple', 'fresh ginger', '1-inch pieces lemongrass']",9.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
87,76471a8f3755ffe,Cinnamon Apples,These soft and warm cinnamon apples are easy to make in the microwave. My family loves them for dessert with ice cream or side dish with pork chops.,"['apples, diced', 'white sugar, or to taste', 'ground cinnamon']",41.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
88,45ba2b94b7ebbf3,Homemade Apple Juice,This apple juice is super easy to make at home and requires no juicer! This is my mother's recipe — she had this creative way of using the leftover apple cores and peels (from baking pies) to make homemade apple juice. The juice is light and pleasantly sweet.,"['water', 'peels and cores from red apples - seeds removed', 'white sugar']",82.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
89,bc20251111bb562,Slow Cooker Apple Butter for Food Gifts,"After trying a few different recipes and methods for gifts this year, I finally found one that worked well in the kitchen and in the jar! Everyone thought this one was perfect - not too sweet, but just right! Serve immediately, can into sterilized jars and process, or cool and freeze.","['apples, peeled, cored, and chopped', 'white sugar', 'ground cinnamon, or more to taste', 'ground cloves (Optional)', 'ground nutmeg', 'half pint canning jars with lids and rings']",24.0,683.0,512.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
90,b79d8e7a7655009,Amazing Apple Butter,"I decided I wanted to attempt to make apple butter for the first time, so I searched everywhere for a recipe. There were so many to choose from, that I was confused on which one to pick, so I decided to take bits and pieces from a few of the best ones and come up with my own version. The result is 'Amazing Apple Butter.'","['apples, quartered', 'unsweetened apple juice', 'white sugar', 'apple cider vinegar', 'ground cinnamon', 'ground cloves', 'ground allspice', 'half-pint canning jars with lids and rings']",75.0,960.0,960.0,What is the main food in the picture?,apple,Is this dish vegetarian or non-vegetarian?,vegan
