Image,Question,Answer,Predict,gpt_score
00bf2bb6e5a159a,What color are the small seeds scattered on the hummus,black,black,1.0
00bf2bb6e5a159a,Where are the edamame beans located,on top of,center of the bowl,0.3
b3642208c36c1c0,What is the color of the hummus,yellow,greenish yellow,0.7
b3642208c36c1c0,What is the dip in the bowl,hummus,hummus,1.0
b3642208c36c1c0,Where are the crackers placed in relation to the hummus,submerged,on the right side,0.1
b3642208c36c1c0,What is served alongside the hummus,crackers,crackers,1.0
b3642208c36c1c0,Where are the crackers positioned in the bowl,on the right,on the right side,0.9
1d926823e55a19f,What is the hummus served in,bowl,bowl,1.0
1d926823e55a19f,What color is the hummus,brownish-green,green,0.7
1d926823e55a19f,Where is the bowl situated in the image,towards the top left,top left corner,0.9
3c4a5088c3151a4,What color is the hummus,beige,the hummus is white,0.1
3c4a5088c3151a4,What is the name of the food in the bowl,hummus,hummus,1.0
3c4a5088c3151a4,What color is the oil in the center of the hummus,yellow,yellow,1.0
3c4a5088c3151a4,What is arranged around the rim of the bowl,tomatoes,tomatoes,1.0
3c4a5088c3151a4,What is dusted on the hummus,spices,paprika or cayenne pepper,0.7
8ee85aedb5b644e,What color is the hummus,yellow-beige,light brown,0.7
8ee85aedb5b644e,What is the hummus served in,bowl,black bowl,0.9
8ee85aedb5b644e,What color are the carrots,orange,orange,1.0
8ee85aedb5b644e,What is the hummus served with,carrots,baby carrots,0.9
8ee85aedb5b644e,Where are the carrots placed,on the plate,in a bowl,0.2
3d48f6b7482aba6,What color is the jam in the jars,reddish-brown,red and brown,0.7
3d48f6b7482aba6,What containers are used to hold the jam,jars,glass jars,0.9
3d48f6b7482aba6,Where are the jars positioned in the frame,in the center,center of the image,0.7
bbf959f60d3b884,What color is the nectarine jam,orange,orange,1.0
bbf959f60d3b884,What are the jars made of,jars,glass,0.3
bbf959f60d3b884,What material are the lids made of,glass,metal,0.1
bbf959f60d3b884,Where are the jars primarily located,in the center,on a white table,0.3
bbf959f60d3b884,What color is the background,pinkish-white,white,0.7
f065b6f63d2d4a8,Where is the apricot jam located in the image,in the center,center of image,0.7
f065b6f63d2d4a8,Which part of the image contains the jam,bottom half,<box>214 305 786 926</box>,0.1
f065b6f63d2d4a8,What color is the apricot jam,orange,orange,1.0
f065b6f63d2d4a8,How would you describe the color of the jam,vibrant,orange,0.5
38ebbd7b792ff0d,What are the jars made of,glass,glass,1.0
38ebbd7b792ff0d,What fruit is used to make the jam,papaya,pineapple,0.2
38ebbd7b792ff0d,How would you describe the papaya used in the jam,fresh,fruit is orange color,0.3
38ebbd7b792ff0d,Where are the jars placed,on a white cloth,on a white and red towel,0.7
252b508f8033600,What color is the coffee jelly,dark brown,black and white,0.2
252b508f8033600,What shape are the coffee jelly pieces,cubes,square,0.5
252b508f8033600,What color is the liquid surrounding the coffee jelly,beige,off-white,0.7
252b508f8033600,How are the coffee jelly cubes distributed in the mugs,scattered,randomly throughout the mugs,0.3
465a36d85d1bf6d,What color is the jerky,black,black,1.0
465a36d85d1bf6d,What color is the jerky described as,dark,black,0.9
465a36d85d1bf6d,How is the jerky arranged in the dish,stacked,stacked in a pile,0.9
465a36d85d1bf6d,What is the jerky placed in,dish,rectangular white dish,0.7
465a36d85d1bf6d,Where is the jerky pile located in the frame,in the center,center of the frame,0.7
02649a5833f44cd,What is the primary color of the beef jerky,brown,dark brown,0.9
02649a5833f44cd,What type of food is shown in the image,beef jerky,meat,0.7
02649a5833f44cd,How are the beef jerky pieces arranged in the image,scattered,in a pile,0.2
02649a5833f44cd,What color variation is seen in some of the beef jerky pieces,reddish-brown,light brown and red,0.7
02649a5833f44cd,Where are the darkest pieces of beef jerky located,around the edges,top left corner,0.2
f4559d130566a05,What color are the beef jerky pieces,brown,dark brown,0.9
f4559d130566a05,What type of food is shown in the image,beef jerky,dried beef jerky,1.0
f4559d130566a05,How are the beef jerky pieces arranged,overlapping,stacked in pile,0.4
580723682f5811f,What color is the beef jerky,dark brown,brown,0.8
580723682f5811f,Where is the beef jerky located,located inside,in a mason jar,0.4
580723682f5811f,What is the beef jerky stored in,jar,mason jar,0.9
580723682f5811f,What is the jar doing on the table,sitting,holding dried meat,0.1
580723682f5811f,What is the table made of,wooden,wood,0.9
fa7d133f1e16b4d,What color is the filling of the pie,yellow-tan,light brown,0.7
fa7d133f1e16b4d,Where is the pie slice placed,plate,on a white plate,0.7
fa7d133f1e16b4d,What color is the plate,white,white and blue,0.7
fa7d133f1e16b4d,How does the surface of the pie filling appear,glazed,shiny and glazed,0.9
331b51dc156ef8d,What is the name of the sandwich in the image,sloppy joe,baked beans sandwich,0.2
331b51dc156ef8d,What color is the meat filling in the Sloppy Joe,reddish-brown,brown and red,0.9
331b51dc156ef8d,What color are the corn tortilla chips,yellow,yellow,1.0
331b51dc156ef8d,Where is the bottom bun located,on the bottom,under the beans,0.5
a82943b9e36974d,What color is the top of the bun,golden-brown,brown,0.7
a82943b9e36974d,What type of meat is in the filling,chicken,chicken,1.0
a82943b9e36974d,What color is the chicken filling,orange,orange,1.0
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top of the sandwich,0.7
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,potato chips,1.0
eb3061e9a1207ac,What color is the top bun,golden-brown,brown,0.7
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,chopped green peppers,0.1
eb3061e9a1207ac,What color is the plate,gray,gray,1.0
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,onto the bun,0.2
df79f56de740b5c,What color is the bun,tan,brown with white sesame seeds,0.2
df79f56de740b5c,Is the food served on a bun,bun,yes it is served on a bun,0.2
df79f56de740b5c,What color are the kidney beans,red,dark red,0.9
df79f56de740b5c,Where are the sesame seeds located,on top,on top of bun,0.7
df79f56de740b5c,Are there diced carrots in the filling,diced,yes,0.1
1b262ba9f1f16d2,What color is the sesame seed juice,beige,white,0.2
1b262ba9f1f16d2,What type of drink is shown in the image,juice,milk with ice,0.1
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,in the glass bottle,0.2
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,glass cup,0.9
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,in the glass jar,0.7
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,orange light brown,0.3
199c11f14158f8f,What is the ginger juice served in,glass,glass cup,0.9
199c11f14158f8f,What color is the lemon twist,yellow,yellow,1.0
27446535c25c7fc,What fruit is used to make the stars,watermelon,watermelon,1.0
27446535c25c7fc,What color are the watermelon stars,pink,red,0.3
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,watermelon,0.2
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,green,0.9
27446535c25c7fc,What holiday do these kabobs represent,4th of july,christmas,0.1
8046eb3f2ad1d80,What color is the soup broth,golden-brown,yellow,0.5
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,throughout the soup,0.2
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,collard greens,0.6
8046eb3f2ad1d80,What is the soup served in,bowl,white bowl,0.9
72d522544722a3f,What color are most of the kale chips,green,green and brown,0.7
72d522544722a3f,What type of food is shown in the image,chips,kale chips,0.6
72d522544722a3f,What is holding the kale chips,bowl,a bowl is holding the kale chips,0.6
72d522544722a3f,Where is the bowl placed,on a wooden surface,on a wooden table,0.9
72d522544722a3f,What color are the edges of some of the kale chips,brownish,brown,0.9
c92064eed9436af,What color is the kale in the dish,dark green,green,0.7
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,spinach,0.5
c92064eed9436af,What color are the peppers in the dish,red,red and green,0.5
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,top right corner,0.5
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,skewers of meat and vegetables,0.1
7a5730a599a537b,What type of dish is shown in the image,kebabs,skewered meat and vegetables,0.9
7a5730a599a537b,What color are the beef pieces,red,brown,0.2
7a5730a599a537b,Where are the kebabs placed,on a plate,on a white plate,0.9
7a5730a599a537b,What fruit is included in the kebabs,pineapple,pineapple,1.0
7c708793b814120,What color is the plate,white,white,1.0
7c708793b814120,What vegetable is shown in the image,kohlrabi,potato,0.2
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,stacked on top of each other,0.6
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,dark brown,0.9
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,on a white plate,0.9
dfaa2fddbcc3ce6,What color is the serving dish,yellow,black,0.0
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,potato,0.1
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,yellow,1.0
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,on top of pasta,0.4
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,brown,0.3
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,baking in an oven,0.9
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,parmesan cheese,0.2
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,noodles,1.0
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,brown and black elements,0.7
e2f49a9c9cea5ea,What color is the lamb,brown,brown and black,0.7
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,roast pork,0.1
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,in a pan,0.2
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,red,0.7
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,stew,1.0
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,fills them up,0.7
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white,1.0
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,center of the stew,0.3
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,white,1.0
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,beef steak,0.1
cba8c4178e2f10e,What color is the lamb shank,brown,brown,1.0
cba8c4178e2f10e,Where are the diced carrots located,scattered around,on top of the meat,0.1
d1f69026ce3c901,What type of meat is shown in the image,lamb,beef roast,0.1
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,black and brown,0.2
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,brown,1.0
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,onions,1.0
d1f69026ce3c901,How are the onions described in the image,cooked,dark brown and charred,0.3
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,reddish brown,0.3
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,cheese pasta bake,0.7
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,cheesy and bubbly,0.4
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,white,1.0
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,on the cheese,0.2
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden brown,1.0
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,lasagna,1.0
f5fb0df40b092f8,What color is the stovetop,black,silver,0.1
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on top of a stove,0.9
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,green and red,0.7
e3a012097af2a98,What color is the lettuce,green,green,1.0
e3a012097af2a98,What type of dish is being described,lasagna,taco salad,0.1
e3a012097af2a98,What color are the diced tomatoes,red,red,1.0
e3a012097af2a98,What color is the melted cheddar cheese,yellow,orange,0.2
e3a012097af2a98,Where is the lasagna resting,on top of,on a white plate,0.6
114e30b0121f8ac,What fruit is used to make the lassi,banana,mango,0.2
114e30b0121f8ac,What color is the straw,yellow,yellow,1.0
114e30b0121f8ac,Where is the straw placed in the glass,on the left,on the left side,0.9
114e30b0121f8ac,What color is the mint garnish,green,green,1.0
2836bea848092dc,What is the color of the glass,clear,clear glass,0.7
2836bea848092dc,What color is the spiced mango lassi,yellow,brown,0.2
2836bea848092dc,Where is the straw inserted,into the lassi,in the glass of drink,0.3
2836bea848092dc,What color are the leaves in the backdrop,green,green,1.0
44bbcb71225e21a,What is the color of the glass mugs,transparent,clear glass,0.7
44bbcb71225e21a,What color is the tray,white,white,1.0
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,brown and white,0.2
44bbcb71225e21a,Where are the mugs situated,on a plate,on a white plate,0.9
9eef702c19b23dd,What color is the foam on the latte,white,white,1.0
9eef702c19b23dd,What color is the latte,tan,brown with white foam,0.2
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,on top of the drink,0.9
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,strawberry,1.0
c5cc39a0e3818c9,What color is the cup,white,the cup is white,0.7
c5cc39a0e3818c9,What type of drink is in the cup,latte,latte,1.0
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,cinnamon or nutmeg,0.1
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,white,0.0
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top of the drink,0.9
