Image,Question,Answer,predicted_answer
331b51dc156ef8d,What color are the corn tortilla chips,yellow,yellow
331b51dc156ef8d,Where is the bottom bun located,on the bottom,at the bottom
a82943b9e36974d,What color is the top of the bun,golden-brown,golden
a82943b9e36974d,What type of meat is in the filling,chicken,pork
a82943b9e36974d,What color is the chicken filling,orange,within the taquitos
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,mushrooms
eb3061e9a1207ac,What color is the top bun,golden-brown,golden
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,brown
eb3061e9a1207ac,What color is the plate,gray,green
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,spilling onto
df79f56de740b5c,What color is the bun,tan,white
df79f56de740b5c,Is the food served on a bun,bun,plate
df79f56de740b5c,What color are the kidney beans,red,reddish-brown
df79f56de740b5c,Where are the sesame seeds located,on top,on top
df79f56de740b5c,Are there diced carrots in the filling,diced,orange
1b262ba9f1f16d2,What color is the sesame seed juice,beige,vibrant
1b262ba9f1f16d2,What type of drink is shown in the image,juice,cocktail
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,vibrant
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,glass
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,vibrant
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,vibrant
199c11f14158f8f,What is the ginger juice served in,glass,glass
199c11f14158f8f,What color is the lemon twist,yellow,over the rim
27446535c25c7fc,What fruit is used to make the stars,watermelon,pineapple
27446535c25c7fc,What color are the watermelon stars,pink,red
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,light brown
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,on a blue plate
27446535c25c7fc,What holiday do these kabobs represent,4th of July,Halloween
8046eb3f2ad1d80,What color is the soup broth,golden-brown,reddish-orange
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,green
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,arugula
8046eb3f2ad1d80,What is the soup served in,bowl,soup
72d522544722a3f,What color are most of the kale chips,green,green
72d522544722a3f,What type of food is shown in the image,chips,fajitas
72d522544722a3f,What is holding the kale chips,bowl,basket
72d522544722a3f,Where is the bowl placed,on a wooden surface,on the bowl
72d522544722a3f,What color are the edges of some of the kale chips,brownish,green
c92064eed9436af,What color is the kale in the dish,dark green,green
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,kale
c92064eed9436af,What color are the peppers in the dish,red,red
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,in the lower right quadrant
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,colorful
7a5730a599a537b,What type of dish is shown in the image,kebabs,enchiladas
7a5730a599a537b,What color are the beef pieces,red,brown
7a5730a599a537b,Where are the kebabs placed,on a plate,reddish-brown
7a5730a599a537b,What fruit is included in the kebabs,pineapple,cherries
7c708793b814120,What color is the plate,white,green
7c708793b814120,What vegetable is shown in the image,kohlrabi,fennel
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,off-white
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,white
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,off-white
dfaa2fddbcc3ce6,What color is the serving dish,yellow,white
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,yellow
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,topped with
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,over the mussels
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,yellow
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,cooking
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,topping
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,yellow
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,throughout the frame
e2f49a9c9cea5ea,What color is the lamb,brown,brown
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,beef
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,brown
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,in a reddish-brown broth
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,baking
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,fills
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,light brown
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,on the right side
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,chicken
cba8c4178e2f10e,What color is the lamb shank,brown,on the wooden cutting board
cba8c4178e2f10e,Where are the diced carrots located,scattered around,orange
d1f69026ce3c901,What type of meat is shown in the image,lamb,chicken
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,on the wooden cutting board
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,dark brown
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,translucent
d1f69026ce3c901,How are the onions described in the image,cooked,cooked
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,green
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,pasta
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,creamy
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,cheese
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,across the top
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden-brown
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,enchiladas
f5fb0df40b092f8,What color is the stovetop,black,on a black
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on a plate
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,light brown
e3a012097af2a98,What color is the lettuce,green,green
e3a012097af2a98,What type of dish is being described,lasagna,enchiladas
e3a012097af2a98,What color are the diced tomatoes,red,red
e3a012097af2a98,What color is the melted cheddar cheese,yellow,orange
e3a012097af2a98,Where is the lasagna resting,on top of,on a plate
114e30b0121f8ac,What fruit is used to make the lassi,banana,mango
114e30b0121f8ac,What color is the straw,yellow,blue
114e30b0121f8ac,Where is the straw placed in the glass,on the left,red
114e30b0121f8ac,What color is the mint garnish,green,green
2836bea848092dc,What is the color of the glass,clear,clear
2836bea848092dc,What color is the spiced mango lassi,yellow,yellow
2836bea848092dc,Where is the straw inserted,into the lassi,into the frappuccino
2836bea848092dc,What color are the leaves in the backdrop,green,green
44bbcb71225e21a,What is the color of the glass mugs,transparent,clear
44bbcb71225e21a,What color is the tray,white,white
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,beige
44bbcb71225e21a,Where are the mugs situated,on a plate,copper-colored
9eef702c19b23dd,What color is the foam on the latte,white,mug
9eef702c19b23dd,What color is the latte,tan,tan
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,over the pasta
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,apple
c5cc39a0e3818c9,What color is the cup,white,white
c5cc39a0e3818c9,What type of drink is in the cup,latte,smoothie
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,mug
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,tan
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top of
266ba9144fa1bca,What color is the pie filling,yellow,yellow
266ba9144fa1bca,Where does the pie filling sit,in the center,sits
266ba9144fa1bca,What is the dessert described in the image,pie,pavlova
266ba9144fa1bca,What shape is the pie slice,triangular,triangular
266ba9144fa1bca,Where is the whipped cream located,on the top,on top
aacd533122666f9,What fruit is the cream made from,lemon,pineapple
aacd533122666f9,What color is the lemon cream,yellow,yellow
aacd533122666f9,What utensil is partially submerged in the cream,spoon,spoon
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,to the viewer
db621f115a77b33,What containers are used to hold the lemon curd,jars,jars
db621f115a77b33,What is the name of the food in the jars,lemon curd,relish
db621f115a77b33,Where is the spoon placed,on the tray,inserted
87435fc8c3e3be1,What color are the cookies,tan,brown
87435fc8c3e3be1,What type of food is shown in the image,cookies,fajitas
87435fc8c3e3be1,Where are the cookies placed,on a sheet,on a black wire
c52015fe496e29e,What color is the strawberry lemonade,pink,yellow
c52015fe496e29e,What fruit is used in the drink,strawberry,lime
c52015fe496e29e,What color is the lemon slice,yellow,yellow
c52015fe496e29e,Where is the lemon slice placed,on the rim,on the rim
8db7653c1d3620f,What is the drink in the glass mug,Lemonade,lemonade
8db7653c1d3620f,What is the glass mug filled with,Lemonade,filled
8db7653c1d3620f,What color is the lemonade,yellow,yellow
8db7653c1d3620f,What color is the wooden board,brown,brown
45f6c70dda5c055,What color are the Colombian lentils,brown,brown
45f6c70dda5c055,What type of food is mostly brown in color,lentils,vegetables
45f6c70dda5c055,Are the lentils clearly seen in the broth,visible,brown
45f6c70dda5c055,What is the color of the broth-like liquid,light brown,is
45f6c70dda5c055,Where are the lentils located in the image,dispersed,located
3667b2d7425ac3b,What color are the lentils in the bowl,yellowish-orange,brown
3667b2d7425ac3b,What is the base ingredient in the bowl,lentils,rice
3667b2d7425ac3b,How are the lentils distributed in the bowl,dispersed,dispersed
3667b2d7425ac3b,What color is the kale in the bowl,green,green
3667b2d7425ac3b,Where is the kale primarily concentrated in the bowl,dispersed,center
7dcecb69aa246fa,What color are the diced tomatoes in the salad,red,red
7dcecb69aa246fa,What color are the fresh herbs in the salad,green,green
7dcecb69aa246fa,What color are the lentils in the salad,orange-brown,brown
7dcecb69aa246fa,Where is the dense cluster of curly parsley located,on the left,on the right side
ec6d2fcde874a93,Where are the pale yellow chips located in relation to the lentil salad,to the right,occupying
ec6d2fcde874a93,What is the light-colored mixture below the salad likely to be,grain,sugar
513dc1eda01a289,What color is the limeade,translucent,white
513dc1eda01a289,What material is the glass made of,glass,glass
513dc1eda01a289,What color is the limeade described as,whitish-yellow,terracotta-colored
513dc1eda01a289,Where is the slice of lime placed,on the rim,on the rim
513dc1eda01a289,What fruit is on the rim of the glass,lime,lemon
5a3a373e75ebdb8,What color is the linguine,yellow,yellow
5a3a373e75ebdb8,What type of pasta is shown in the image,linguine,fettuccine
5a3a373e75ebdb8,What color are the chives,green,green
5a3a373e75ebdb8,How are the clams distributed throughout the dish,scattered,scattered
0f47aba2c1035e4,What color is the linguine pasta,beige,yellow
0f47aba2c1035e4,What type of food is the main ingredient in the dish,pasta,pasta
0f47aba2c1035e4,What color are the portobello mushrooms,brown,on a plate
0f47aba2c1035e4,What color are the fresh herbs,green,green
0f47aba2c1035e4,Where are the sprigs of fresh green herbs placed,on top of,on the upper left side
4a74a640bbcbdae,What color is the plate,white,green
4a74a640bbcbdae,What color is the top of the loaf,golden-brown,golden-brown
4a74a640bbcbdae,Where is the loaf placed,on a plate,on a black wire rack
4a74a640bbcbdae,What fruit is visible in the loaf,blueberries,dark brown
6f5968958d46e1b,What material is the cutting board made of,wooden,wooden
6f5968958d46e1b,What type of food is on the cutting board,cheese,white
6f5968958d46e1b,What color is the larger piece of cheese loaf,yellow,in the background
6f5968958d46e1b,Where is the larger piece of cheese loaf located,on the left,in the background
a9a427f82097900,Are the rolls vegan,yes,yellow
a9a427f82097900,What color is the plate,white,green
