Image,Image description
de41b1b7ff3d86f,"The Apple Julep is in a clear glass in the center of the image, filled with a light brown liquid and white ice cubes. A sprig of green mint sits on top of the ice. To the left of the glass is a red apple with a yellow patch, while to the right of the glass is another red apple. The apples are sitting on a checkered tablecloth with green, orange, and yellow squares."
d0501785b532eca,"The image shows apples that have been cooked. These apples are primarily light brown to golden brown in color, with some darker brown patches indicating caramelized areas. The cut apple piece is a light yellow with a similar brown hue. The apples are arranged in a white bowl with a navy blue rim and sit in a light brown, syrupy liquid. The bowl is located in the center of the image, with the apples taking up most of the bowl's visible space."
6099939c846730e,"The apple sauce is primarily a light, warm brown, with some subtle variations suggesting a blend of slightly lighter and darker shades within. It fills most of a transparent bowl, with some clear liquid around the edges and small air bubbles. A silver spoon is also present, partially submerged in the apple sauce on the left side."
7c5230b02f42d80,"The apple butter is in a glass jar with a black label on its front and a silver spoon above, filled with the butter. The butter has a caramel-brown color.  It's located on the right side of the image. There is apple butter also spread on two English muffins on the bottom left of the image, the apple butter has the same color."
cb6d5b5d6490eb4,"The apple breakfast (easy slow cooker oatmeal) is primarily beige and light brown in color. It fills the majority of the image frame, occupying the central and foreground areas. The oatmeal has a chunky, textured appearance, with visible pieces of apple distributed throughout. Some of the oatmeal appears darker brown near the top left edge of the frame."
8101f470fe6b3cd,"There are two ladybug treats on the plate. The base of each treat is a red apple, sliced to resemble a ladybug’s body.  Each ladybug has dark brown raisins arranged on its back to mimic the spots of a ladybug. One ladybug is positioned slightly behind and to the left of the other.  The ladybugs both have light brown pretzel sticks sticking out of their sides to serve as antennas and the ends of each pretzel stick has a raisin stuck on to them."
6c99eb1f162b6df,"The Copycat Famous Dave's Drunken Rum Apples are primarily golden-brown to reddish-brown, varying in shade. They are arranged inside a dark, circular cast iron skillet, covering its interior. The apples are sliced and appear to be coated in a dark sauce. The skillet is situated on a dark surface, slightly left of center in the image."
d26e69e7c149584,"A serving of Guilt-Free Apple Cobbler is presented in a white bowl. The cobbler has a bottom layer of reddish-pink apples. A topping with a golden-brown color is layered on top of the apples. A large scoop of off-white ice cream rests on top of the cobbler, with some of it melting down the sides. A silver spoon is partially submerged in the ice cream. The bowl appears to be positioned on a light brown surface."
54d79094e08d6a0,The apple baby food is a light tan color and is contained in a bright yellow bowl. The bowl sits on a green napkin on a wooden surface. The baby food fills most of the bowl. The texture appears smooth.
347764f012ad94c,"The rice is white and brown, mixed with diced green apples, and slivered almonds that are light tan. This mixture is on the left side of the plate."
dcc8dd6406b261c,"The vegan skillet apples are primarily golden-yellow and are located within a silver skillet. Each apple slice is coated in a glossy glaze, creating a glistening appearance. A dusting of light brown cinnamon is scattered across the surfaces of the apples. The apples fill the skillet, with some slices overlapping and others nestled beside each other. A wooden spoon is partially visible in the bottom center of the skillet, nestled amongst the apples."
ff30f9f4d250db9,"The applesauce is a light brown color, and is contained in a white bowl in the upper right of the image. It appears smooth with some visible chunks."
b4228b13ed327ef,"The Red Hot Applesauce Jell-O dessert is a vibrant red color and occupies the majority of the image. It has a molded, rounded shape with scalloped edges. Centrally located within the Jell-O is a heart-shaped indentation, also filled with the same red Jell-O. The dessert sits on a white plate, with a partially visible white crocheted item with red accents in the upper left corner."
47319ad0fa9cdb4,"The blushing applesauce is a light tan color with visible small chunks of apple. It's contained in a dark blue glass bowl. The bowl sits on a light tan surface, slightly to the right of the frame. To the left of the bowl are two apples; the apple closer to the bowl is red with yellow stripes, and the apple behind it is mostly red. The apples lean slightly against the bowl. In the background is a pool with bright blue water."
