Image,Question,Answer,Predict
a82943b9e36974d,What color is the chicken filling,orange,orange
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,chips
eb3061e9a1207ac,What color is the top bun,golden-brown,light brown
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,bun
eb3061e9a1207ac,What color is the plate,gray,white
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,onto the plate
df79f56de740b5c,What color is the bun,tan,light brown
df79f56de740b5c,Is the food served on a bun,bun,bun
df79f56de740b5c,What color are the kidney beans,red,red
df79f56de740b5c,Where are the sesame seeds located,on top,on top
df79f56de740b5c,Are there diced carrots in the filling,diced,diced
1b262ba9f1f16d2,What color is the sesame seed juice,beige,beige
1b262ba9f1f16d2,What type of drink is shown in the image,juice,drink
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,Sesame seed juice
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,glass
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,I cannot provide information
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,vibrant
199c11f14158f8f,What is the ginger juice served in,glass,glass
199c11f14158f8f,What color is the lemon twist,yellow,yellow
27446535c25c7fc,What fruit is used to make the stars,watermelon,watermelon
27446535c25c7fc,What color are the watermelon stars,pink,pink
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,fruit
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,green surface
27446535c25c7fc,What holiday do these kabobs represent,4th of July,holiday season
8046eb3f2ad1d80,What color is the soup broth,golden-brown,golden color
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,distributed throughout the soup
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,kale
8046eb3f2ad1d80,What is the soup served in,bowl,bowl
72d522544722a3f,What color are most of the kale chips,green,green
72d522544722a3f,What type of food is shown in the image,chips,chips
72d522544722a3f,What is holding the kale chips,bowl,bowl
72d522544722a3f,Where is the bowl placed,on a wooden surface,on a wooden
72d522544722a3f,What color are the edges of some of the kale chips,brownish,golden brown
c92064eed9436af,What color is the kale in the dish,dark green,green
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,kale
c92064eed9436af,What color are the peppers in the dish,red,red
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,on top of
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,colorful
7a5730a599a537b,What type of dish is shown in the image,kebabs,kebabs
7a5730a599a537b,What color are the beef pieces,red,brown
7a5730a599a537b,Where are the kebabs placed,on a plate,on a plate
7a5730a599a537b,What fruit is included in the kebabs,pineapple,pineapple
7c708793b814120,What color is the plate,white,white
7c708793b814120,What vegetable is shown in the image,kohlrabi,vegetable
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,visually appealing manner
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,dark brown color
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,on a plate
dfaa2fddbcc3ce6,What color is the serving dish,yellow,gray
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,noodles
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,yellow
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,top of
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,golden
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,baking
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,sprinkled
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,noodles
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,brown
e2f49a9c9cea5ea,What color is the lamb,brown,brown
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,leg of lamb
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,in the
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,reddish-brown
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,stew
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,plays a crucial role
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,in the
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,white
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,lamb
cba8c4178e2f10e,What color is the lamb shank,brown,brown
cba8c4178e2f10e,Where are the diced carrots located,scattered around,left side
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,reddish-brown color
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,lasagna
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,creamy
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,white
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,on top of
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden brown
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,lasagna
f5fb0df40b092f8,What color is the stovetop,black,black
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on a steel stove
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,visible interior
e3a012097af2a98,What color is the lettuce,green,green
e3a012097af2a98,What type of dish is being described,lasagna,Mexican-inspired dish popular
e3a012097af2a98,What color are the diced tomatoes,red,red
e3a012097af2a98,What color is the melted cheddar cheese,yellow,yellow
e3a012097af2a98,Where is the lasagna resting,on top of,on top of
114e30b0121f8ac,What fruit is used to make the lassi,banana,fruit
114e30b0121f8ac,What color is the straw,yellow,yellow
114e30b0121f8ac,Where is the straw placed in the glass,on the left,on the left
114e30b0121f8ac,What color is the mint garnish,green,green
2836bea848092dc,What is the color of the glass,clear,clear
2836bea848092dc,What color is the spiced mango lassi,yellow,yellow-orange
2836bea848092dc,Where is the straw inserted,into the lassi,into the
2836bea848092dc,What color are the leaves in the backdrop,green,green
44bbcb71225e21a,What is the color of the glass mugs,transparent,"clear, no color"
44bbcb71225e21a,What color is the tray,white,white
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,light brown color
44bbcb71225e21a,Where are the mugs situated,on a plate,on a plate
9eef702c19b23dd,What color is the foam on the latte,white,off-white color
9eef702c19b23dd,What color is the latte,tan,light brown color
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,on top of
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,strawberry
c5cc39a0e3818c9,What color is the cup,white,white
c5cc39a0e3818c9,What type of drink is in the cup,latte,type of coffee drink
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,cinnamon or nutmeg
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,brown
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top of
266ba9144fa1bca,What color is the pie filling,yellow,yellow
266ba9144fa1bca,Where does the pie filling sit,in the center,in the
266ba9144fa1bca,What is the dessert described in the image,pie,pie
266ba9144fa1bca,What shape is the pie slice,triangular,triangular
266ba9144fa1bca,Where is the whipped cream located,on the top,on top of the
aacd533122666f9,What fruit is the cream made from,lemon,lemon
aacd533122666f9,What color is the lemon cream,yellow,yellow
aacd533122666f9,What utensil is partially submerged in the cream,spoon,spoon
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,yellow
db621f115a77b33,What containers are used to hold the lemon curd,jars,jars
db621f115a77b33,What is the name of the food in the jars,lemon curd,food
db621f115a77b33,Where is the spoon placed,on the tray,on the right
87435fc8c3e3be1,What color are the cookies,tan,light yellow or beige
87435fc8c3e3be1,What type of food is shown in the image,cookies,cookies
87435fc8c3e3be1,Where are the cookies placed,on a sheet,on a sheet
c52015fe496e29e,What color is the strawberry lemonade,pink,pink
c52015fe496e29e,What fruit is used in the drink,strawberry,strawberry
c52015fe496e29e,What color is the lemon slice,yellow,yellow
c52015fe496e29e,Where is the lemon slice placed,on the rim,on the rim
8db7653c1d3620f,What is the drink in the glass mug,Lemonade,lemon flavor
8db7653c1d3620f,What is the glass mug filled with,Lemonade,lemonade-style drink
8db7653c1d3620f,What color is the lemonade,yellow,light brown color
8db7653c1d3620f,What color is the wooden board,brown,brown color
45f6c70dda5c055,What color are the Colombian lentils,brown,brown
45f6c70dda5c055,What type of food is mostly brown in color,lentils,brown in color
45f6c70dda5c055,Are the lentils clearly seen in the broth,visible,visible
45f6c70dda5c055,What is the color of the broth-like liquid,light brown,brown
45f6c70dda5c055,Where are the lentils located in the image,dispersed,small brown
3667b2d7425ac3b,What color are the lentils in the bowl,yellowish-orange,orange
3667b2d7425ac3b,What is the base ingredient in the bowl,lentils,lentils
3667b2d7425ac3b,How are the lentils distributed in the bowl,dispersed,distributed
3667b2d7425ac3b,What color is the kale in the bowl,green,green
3667b2d7425ac3b,Where is the kale primarily concentrated in the bowl,dispersed,upper right
7dcecb69aa246fa,What color are the diced tomatoes in the salad,red,red
7dcecb69aa246fa,What color are the fresh herbs in the salad,green,green
7dcecb69aa246fa,What color are the lentils in the salad,orange-brown,orange
7dcecb69aa246fa,Where is the dense cluster of curly parsley located,on the left,on the left
ec6d2fcde874a93,Where are the pale yellow chips located in relation to the lentil salad,to the right,yellow chips located
ec6d2fcde874a93,What is the light-colored mixture below the salad likely to be,grain,grain-like
513dc1eda01a289,What color is the limeade,translucent,pale yellow color
513dc1eda01a289,What material is the glass made of,glass,glass
513dc1eda01a289,What color is the limeade described as,whitish-yellow,no color
513dc1eda01a289,Where is the slice of lime placed,on the rim,on the left side
513dc1eda01a289,What fruit is on the rim of the glass,lime,lemon
5a3a373e75ebdb8,What color is the linguine,yellow,white
5a3a373e75ebdb8,What type of pasta is shown in the image,linguine,linguine
5a3a373e75ebdb8,What color are the chives,green,green
5a3a373e75ebdb8,How are the clams distributed throughout the dish,scattered,distributed throughout the dish
0f47aba2c1035e4,What color is the linguine pasta,beige,yellowish color
0f47aba2c1035e4,What type of food is the main ingredient in the dish,pasta,pasta
0f47aba2c1035e4,What color are the portobello mushrooms,brown,brown
0f47aba2c1035e4,What color are the fresh herbs,green,green
0f47aba2c1035e4,Where are the sprigs of fresh green herbs placed,on top of,fresh green herbs
4a74a640bbcbdae,What color is the plate,white,white
4a74a640bbcbdae,What color is the top of the loaf,golden-brown,golden brown
4a74a640bbcbdae,Where is the loaf placed,on a plate,on a plate
4a74a640bbcbdae,What fruit is visible in the loaf,blueberries,blueberries
6f5968958d46e1b,What material is the cutting board made of,wooden,wood
6f5968958d46e1b,What type of food is on the cutting board,cheese,cheesy
6f5968958d46e1b,What color is the larger piece of cheese loaf,yellow,yellow
6f5968958d46e1b,Where is the larger piece of cheese loaf located,on the left,on the left
a9a427f82097900,Are the rolls vegan,yes,difficult to say
a9a427f82097900,What color is the plate,white,white
a9a427f82097900,Where are the rolls positioned in the image,in the center,positioned
29b645b9d151199,What color are the lumpia rolls,golden,golden
29b645b9d151199,How do the lumpia rolls appear in relation to each other,overlapping,overlapping
29b645b9d151199,What is the predominant color of the lumpia rolls,reddish-brown,golden brown
